"customerid","country","recency","frequency","monetary","r_score","f_score","m_score","rfm_score","segment"
"16395","United Kingdom","61","5","1486.90",3,2,2,"322","Potential Customers"
"14128","United Kingdom","61","2","637.50",3,3,3,"333","Potential Customers"
"18088","United Kingdom","61","1","167.67",3,5,5,"355","Loyal Customers"
"16921","United Kingdom","61","1","169.79",3,5,5,"355","Loyal Customers"
"14665","United Kingdom","61","5","1835.70",3,2,2,"322","Potential Customers"
"14801","United Kingdom","61","1","193.14",3,5,5,"355","Loyal Customers"
"18169","United Kingdom","61","1","202.65",3,5,5,"355","Loyal Customers"
"18126","United Kingdom","61","1","206.83",3,5,5,"355","Loyal Customers"
"15756","United Kingdom","61","4","532.96",3,2,3,"323","Potential Customers"
"16179","United Kingdom","61","1","215.83",3,5,5,"355","Loyal Customers"
"16380","United Kingdom","61","1","1780.59",3,5,2,"352","Loyal Customers"
"17648","United Kingdom","61","4","1797.50",3,2,2,"322","Potential Customers"
"14027","United Kingdom","61","1","104.82",3,4,5,"345","Loyal Customers"
"16518","United Kingdom","61","2","484.32",3,3,4,"334","Potential Customers"
"16595","United Kingdom","61","1","360.16",3,4,4,"344","Loyal Customers"
"13193","United Kingdom","61","1","117.88",3,4,5,"345","Loyal Customers"
"13473","United Kingdom","61","2","422.64",3,3,4,"334","Potential Customers"
"16982","United Kingdom","61","1","384.06",3,4,4,"344","Loyal Customers"
"17025","United Kingdom","61","3","357.77",3,2,4,"324","Potential Customers"
"14514","United Kingdom","61","3","1055.35",3,2,2,"322","Potential Customers"
"13373","United Kingdom","61","3","3312.25",3,2,1,"321","Potential Customers"
"16248","United Kingdom","62","1","152.94",3,5,5,"355","Loyal Customers"
"16104","United Kingdom","62","1","302.36",3,4,4,"344","Loyal Customers"
"13259","United Kingdom","62","1","292.32",3,4,4,"344","Loyal Customers"
"12492","Germany","63","2","263.21",3,4,4,"344","Loyal Customers"
"13763","United Kingdom","63","1","1714.96",3,4,2,"342","Loyal Customers"
"18136","United Kingdom","63","3","784.33",3,3,3,"333","Potential Customers"
"16354","United Kingdom","63","2","395.80",3,3,4,"334","Potential Customers"
"12885","United Kingdom","63","3","1175.22",3,3,2,"332","Potential Customers"
"14029","United Kingdom","63","2","467.66",3,3,4,"334","Potential Customers"
"13689","United Kingdom","63","1","910.00",3,5,3,"353","Loyal Customers"
"14819","United Kingdom","64","2","272.07",3,4,4,"344","Loyal Customers"
"12740","France","64","1","427.60",3,5,4,"354","Loyal Customers"
"12781","Czech Republic","64","2","826.74",3,3,3,"333","Potential Customers"
"14959","United Kingdom","64","4","695.42",3,2,3,"323","Potential Customers"
"13876","United Kingdom","64","1","122.70",3,4,5,"345","Loyal Customers"
"15300","United Kingdom","64","1","496.44",3,5,3,"353","Loyal Customers"
"13023","United Kingdom","64","2","689.90",3,3,3,"333","Potential Customers"
"17030","United Kingdom","64","1","146.87",3,5,5,"355","Loyal Customers"
"15306","United Kingdom","64","3","1174.35",3,3,2,"332","Potential Customers"
"14844","United Kingdom","64","4","3189.81",3,2,1,"321","Potential Customers"
"13348","United Kingdom","64","1","233.76",3,5,5,"355","Loyal Customers"
"15315","United Kingdom","64","2","570.50",3,3,3,"333","Potential Customers"
"14067","United Kingdom","64","2","374.70",3,3,4,"334","Potential Customers"
"13276","United Kingdom","64","2","590.93",3,3,3,"333","Potential Customers"
"12923","United Kingdom","64","1","176.97",3,5,5,"355","Loyal Customers"
"13504","United Kingdom","64","1","295.93",3,4,4,"344","Loyal Customers"
"13422","United Kingdom","64","1","2626.30",3,5,1,"351","Loyal Customers"
"14518","United Kingdom","64","1","174.37",3,5,5,"355","Loyal Customers"
"14792","United Kingdom","64","1","6.20",3,5,5,"355","Loyal Customers"
"13419","United Kingdom","64","1","221.06",3,5,5,"355","Loyal Customers"
"16316","United Kingdom","64","8","2938.91",3,1,1,"311","Others"
"13169","United Kingdom","64","2","712.88",3,3,3,"333","Potential Customers"
"15264","United Kingdom","64","1","393.74",3,4,4,"344","Loyal Customers"
"15518","United Kingdom","64","8","1942.45",3,1,2,"312","Others"
"14257","United Kingdom","64","5","3099.72",3,2,1,"321","Potential Customers"
"12939","United Kingdom","64","8","11581.80",3,1,1,"311","Others"
"15766","United Kingdom","64","1","315.06",3,4,4,"344","Loyal Customers"
"13771","United Kingdom","64","4","2634.45",3,2,1,"321","Potential Customers"
"15706","United Kingdom","64","4","1060.56",3,2,2,"322","Potential Customers"
"12420","Cyprus","64","1","600.39",3,5,3,"353","Loyal Customers"
"16184","United Kingdom","64","6","1158.79",3,1,2,"312","Others"
"12519","Germany","64","1","340.84",3,4,4,"344","Loyal Customers"
"16477","United Kingdom","64","7","2494.46",3,1,1,"311","Others"
"13049","United Kingdom","64","2","656.68",3,3,3,"333","Potential Customers"
"15874","United Kingdom","64","7","4405.88",3,1,1,"311","Others"
"13587","United Kingdom","64","1","712.40",3,5,3,"353","Loyal Customers"
"15937","United Kingdom","64","1","145.35",3,5,5,"355","Loyal Customers"
"13806","United Kingdom","64","1","256.38",3,4,4,"344","Loyal Customers"
"17921","United Kingdom","64","4","826.52",3,2,3,"323","Potential Customers"
"16455","United Kingdom","64","7","1841.18",3,1,2,"312","Others"
"13359","United Kingdom","64","1","439.56",3,5,4,"354","Loyal Customers"
"15815","United Kingdom","64","5","2100.60",3,2,1,"321","Potential Customers"
"16432","United Kingdom","64","1","287.40",3,4,4,"344","Loyal Customers"
"12394","Denmark","64","2","1272.48",3,3,2,"332","Potential Customers"
"17382","United Kingdom","65","1","65.4",3,5,5,"355","Loyal Customers"
"13177","United Kingdom","65","1","282.45",3,4,4,"344","Loyal Customers"
"18033","United Kingdom","65","1","97.97",3,4,5,"345","Loyal Customers"
"16803","United Kingdom","65","1","332.30",3,4,4,"344","Loyal Customers"
"15837","United Kingdom","65","1","391.98",3,4,4,"344","Loyal Customers"
"13845","United Kingdom","65","1","312.98",3,4,4,"344","Loyal Customers"
"14389","United Kingdom","65","2","1043.46",3,3,2,"332","Potential Customers"
"14538","United Kingdom","65","2","388.25",3,3,4,"334","Potential Customers"
"16040","United Kingdom","65","3","1313.55",3,3,2,"332","Potential Customers"
"15416","United Kingdom","65","4","3984.32",3,2,1,"321","Potential Customers"
"17222","United Kingdom","65","1","354.15",3,4,4,"344","Loyal Customers"
"17483","United Kingdom","65","3","414.04",3,3,4,"334","Potential Customers"
"12789","Netherlands","65","1","91.85",3,4,5,"345","Loyal Customers"
"15762","United Kingdom","65","2","583.75",3,3,3,"333","Potential Customers"
"13947","United Kingdom","65","1","90.60",3,4,5,"345","Loyal Customers"
"14317","United Kingdom","65","1","508.58",3,5,3,"353","Loyal Customers"
"16758","United Kingdom","65","1","369.34",3,4,4,"344","Loyal Customers"
"13602","United Kingdom","65","1","428.89",3,5,4,"354","Loyal Customers"
"16160","United Kingdom","65","2","1025.44",3,3,2,"332","Potential Customers"
"15244","United Kingdom","65","2","631.57",3,3,3,"333","Potential Customers"
"13591","United Kingdom","65","3","1117.13",3,2,2,"322","Potential Customers"
"15048","United Kingdom","65","4","384.05",3,2,4,"324","Potential Customers"
"14054","United Kingdom","65","1","92.46",3,4,5,"345","Loyal Customers"
"17647","United Kingdom","65","1","133.06",3,5,5,"355","Loyal Customers"
"14396","United Kingdom","65","2","487.99",3,3,4,"334","Potential Customers"
"16895","United Kingdom","65","1","219.14",3,5,5,"355","Loyal Customers"
"17667","United Kingdom","66","5","2055.51",3,2,2,"322","Potential Customers"
"13989","United Kingdom","66","2","1266.08",3,3,2,"332","Potential Customers"
"14462","United Kingdom","66","11","2004.02",3,1,2,"312","Others"
"16106","United Kingdom","66","1","108.38",3,4,5,"345","Loyal Customers"
"16374","United Kingdom","66","2","473.03",3,3,4,"334","Potential Customers"
"16059","United Kingdom","66","6","1459.86",3,1,2,"312","Others"
"17957","United Kingdom","66","1","111.68",3,4,5,"345","Loyal Customers"
"13317","United Kingdom","66","6","2273.68",3,1,1,"311","Others"
"15730","United Kingdom","66","3","1120.88",3,2,2,"322","Potential Customers"
"13351","United Kingdom","66","1","373.94",3,4,4,"344","Loyal Customers"
"13552","United Kingdom","66","12","3740.07",3,1,1,"311","Others"
"12457","Switzerland","66","7","2363.23",3,1,1,"311","Others"
"13483","United Kingdom","66","1","140.34",3,5,5,"355","Loyal Customers"
"15127","United Kingdom","66","1","406.53",3,5,4,"354","Loyal Customers"
"15757","United Kingdom","66","2","714.42",3,3,3,"333","Potential Customers"
"12512","Israel","66","2","138.03",3,4,5,"345","Loyal Customers"
"15739","United Kingdom","66","1","449.12",3,5,4,"354","Loyal Customers"
"16140","United Kingdom","66","2","725.18",3,3,3,"333","Potential Customers"
"12843","United Kingdom","66","8","1702.26",3,1,2,"312","Others"
"13792","United Kingdom","66","2","195.55",3,4,5,"345","Loyal Customers"
"15181","United Kingdom","66","3","689.48",3,3,3,"333","Potential Customers"
"15276","United Kingdom","66","1","135.31",3,5,5,"355","Loyal Customers"
"15339","United Kingdom","66","2","574.07",3,3,3,"333","Potential Customers"
"15228","United Kingdom","66","4","3386.71",3,2,1,"321","Potential Customers"
"13431","United Kingdom","67","2","1269.10",3,3,2,"332","Potential Customers"
"12637","France","67","8","6021.90",3,1,1,"311","Others"
"16253","United Kingdom","67","2","3683.86",3,3,1,"331","Potential Customers"
"15255","United Kingdom","67","1","890.85",3,5,3,"353","Loyal Customers"
"16556","United Kingdom","67","7","3313.79",3,1,1,"311","Others"
"15930","United Kingdom","67","1","426.63",3,5,4,"354","Loyal Customers"
"16882","United Kingdom","67","3","705.12",3,2,3,"323","Potential Customers"
"16183","United Kingdom","67","1","338.71",3,4,4,"344","Loyal Customers"
"15299","United Kingdom","67","7","4507.01",3,1,1,"311","Others"
"13801","United Kingdom","67","1","324.80",3,4,4,"344","Loyal Customers"
"14184","United Kingdom","67","1","452.89",3,5,4,"354","Loyal Customers"
"12413","France","67","3","758.10",3,2,3,"323","Potential Customers"
"16441","United Kingdom","67","2","381.20",3,3,4,"334","Potential Customers"
"16881","United Kingdom","67","1","432.00",3,5,4,"354","Loyal Customers"
"16875","United Kingdom","67","5","2095.53",3,2,1,"321","Potential Customers"
"14651","United Kingdom","67","2","654.60",3,3,3,"333","Potential Customers"
"15241","United Kingdom","67","8","1756.44",3,1,2,"312","Others"
"14970","United Kingdom","68","4","1592.06",3,2,2,"322","Potential Customers"
"14488","United Kingdom","68","1","1064.28",3,4,2,"342","Loyal Customers"
"16667","United Kingdom","68","2","570.13",3,3,3,"333","Potential Customers"
"12886","United Kingdom","68","2","1378.40",3,3,2,"332","Potential Customers"
"16774","United Kingdom","68","4","661.52",3,2,3,"323","Potential Customers"
"14333","United Kingdom","68","1","415.20",3,5,4,"354","Loyal Customers"
"15091","United Kingdom","68","1","480.71",3,5,4,"354","Loyal Customers"
"14644","United Kingdom","68","2","830.76",3,3,3,"333","Potential Customers"
"18116","United Kingdom","68","8","1418.03",3,1,2,"312","Others"
"13344","United Kingdom","68","3","2543.72",3,2,1,"321","Potential Customers"
"13635","United Kingdom","68","1","1071.03",3,4,2,"342","Loyal Customers"
"14193","United Kingdom","68","2","853.39",3,3,3,"333","Potential Customers"
"15579","United Kingdom","69","2","348.60",3,4,4,"344","Loyal Customers"
"16591","United Kingdom","69","1","213.50",3,5,5,"355","Loyal Customers"
"16693","United Kingdom","69","2","482.01",3,3,4,"334","Potential Customers"
"15774","United Kingdom","69","1","270.80",3,4,4,"344","Loyal Customers"
"15164","United Kingdom","69","3","843.05",3,3,3,"333","Potential Customers"
"12694","France","70","2","869.67",3,3,3,"333","Potential Customers"
"15185","United Kingdom","70","1","310.62",3,4,4,"344","Loyal Customers"
"12842","United Kingdom","70","2","1118.99",3,3,2,"332","Potential Customers"
"15834","United Kingdom","70","4","2233.75",3,2,1,"321","Potential Customers"
"16404","United Kingdom","70","1","443.05",3,5,4,"354","Loyal Customers"
"18008","United Kingdom","70","9","2116.19",3,1,1,"311","Others"
"13347","United Kingdom","70","1","341.36",3,4,4,"344","Loyal Customers"
"16613","United Kingdom","70","1","618.59",3,5,3,"353","Loyal Customers"
"16233","United Kingdom","71","3","536.68",3,3,3,"333","Potential Customers"
"17572","United Kingdom","71","4","226.75",3,2,5,"325","Potential Customers"
"14164","United Kingdom","71","2","1631.77",3,3,2,"332","Potential Customers"
"12703","Germany","71","1","283.55",3,4,4,"344","Loyal Customers"
"13503","United Kingdom","71","1","216.85",3,5,5,"355","Loyal Customers"
"17724","United Kingdom","71","3","1033.00",3,2,2,"322","Potential Customers"
"17376","United Kingdom","71","2","203.20",3,4,5,"345","Loyal Customers"
"13886","United Kingdom","71","1","243.56",3,5,5,"355","Loyal Customers"
"14916","United Kingdom","71","4","1268.98",3,2,2,"322","Potential Customers"
"13364","United Kingdom","71","1","134.96",3,5,5,"355","Loyal Customers"
"12728","France","71","4","836.33",3,2,3,"323","Potential Customers"
"12718","France","71","1","238.25",3,5,5,"355","Loyal Customers"
"15593","United Kingdom","71","1","199.80",3,5,5,"355","Loyal Customers"
"16574","United Kingdom","71","1","451.44",3,5,4,"354","Loyal Customers"
"14681","United Kingdom","71","3","498.95",3,3,3,"333","Potential Customers"
"13095","United Kingdom","71","1","74.40",3,5,5,"355","Loyal Customers"
"16101","United Kingdom","71","1","1290.70",3,4,2,"342","Loyal Customers"
"16268","United Kingdom","71","2","667.65",3,3,3,"333","Potential Customers"
"13092","United Kingdom","71","5","477.83",3,2,4,"324","Potential Customers"
"12458","Switzerland","71","2","947.40",3,3,2,"332","Potential Customers"
"14409","United Kingdom","71","6","2059.45",3,1,1,"311","Others"
"16589","United Kingdom","71","3","459.24",3,3,4,"334","Potential Customers"
"13354","United Kingdom","71","1","743.53",3,5,3,"353","Loyal Customers"
"12822","United Kingdom","71","2","948.88",3,3,2,"332","Potential Customers"
"13764","United Kingdom","71","3","1521.76",3,3,2,"332","Potential Customers"
"17905","United Kingdom","71","4","800.24",3,2,3,"323","Potential Customers"
"15062","United Kingdom","71","4","987.86",3,2,2,"322","Potential Customers"
"18204","United Kingdom","71","3","1993.70",3,2,2,"322","Potential Customers"
"14305","United Kingdom","71","3","1858.96",3,2,2,"322","Potential Customers"
"15321","United Kingdom","71","3","2748.31",3,2,1,"321","Potential Customers"
"18053","United Kingdom","71","1","300.02",3,4,4,"344","Loyal Customers"
"13972","United Kingdom","71","2","190.25",3,4,5,"345","Loyal Customers"
"18265","United Kingdom","72","2","801.51",3,3,3,"333","Potential Customers"
"13321","United Kingdom","72","2","567.36",3,3,3,"333","Potential Customers"
"15030","United Kingdom","72","2","518.28",3,3,3,"333","Potential Customers"
"15036","United Kingdom","72","3","465.55",4,3,4,"434","Potential Customers"
"12372","Denmark","72","3","1298.04",4,3,2,"432","Potential Customers"
"13741","United Kingdom","72","3","668.43",4,3,3,"433","Potential Customers"
"14947","United Kingdom","72","2","290.82",4,4,4,"444","Champions"
"17950","United Kingdom","72","3","482.20",4,3,4,"434","Potential Customers"
"17783","United Kingdom","72","2","283.47",4,4,4,"444","Champions"
"14475","United Kingdom","72","3","925.85",4,3,3,"433","Potential Customers"
"16690","United Kingdom","72","2","225.58",4,4,5,"445","Champions"
"18192","United Kingdom","72","1","957.97",4,4,2,"442","Loyal Customers"
"16909","United Kingdom","72","1","379.14",4,4,4,"444","Champions"
"18235","United Kingdom","72","3","1796.48",4,2,2,"422","Potential Customers"
"16182","United Kingdom","72","4","6617.65",4,2,1,"421","Potential Customers"
"17427","United Kingdom","72","1","100.80",4,4,5,"445","Champions"
"12393","Australia","72","4","1582.60",4,2,2,"422","Potential Customers"
"13061","United Kingdom","72","1","248.61",4,5,5,"455","Champions"
"18242","United Kingdom","72","4","2232.49",4,2,1,"421","Potential Customers"
"15175","United Kingdom","72","1","224.14",4,5,5,"455","Champions"
"14609","United Kingdom","72","4","601.56",4,2,3,"423","Potential Customers"
"16281","United Kingdom","72","1","2062.06",4,5,1,"451","Loyal Customers"
"16321","Australia","72","5","373.65",4,2,4,"424","Potential Customers"
"13901","United Kingdom","72","5","2867.20",4,2,1,"421","Potential Customers"
"14978","United Kingdom","72","5","1931.42",4,2,2,"422","Potential Customers"
"15348","United Kingdom","72","1","158.04",4,5,5,"455","Champions"
"16650","United Kingdom","72","1","518.42",4,5,3,"453","Loyal Customers"
"17513","United Kingdom","72","1","513.20",4,5,3,"453","Loyal Customers"
"17819","United Kingdom","72","7","3704.87",4,1,1,"411","Others"
"17894","United Kingdom","72","8","1119.81",4,1,2,"412","Others"
"16122","United Kingdom","73","4","684.42",4,2,3,"423","Potential Customers"
"16681","United Kingdom","73","6","1770.34",4,1,2,"412","Others"
"17591","United Kingdom","73","7","2225.97",4,1,1,"411","Others"
"17370","United Kingdom","73","4","446.18",4,2,4,"424","Potential Customers"
"14109","United Kingdom","73","1","144.20",4,5,5,"455","Champions"
"15827","United Kingdom","73","14","1836.09",4,1,2,"412","Others"
"12455","Spain","73","6","2466.86",4,1,1,"411","Others"
"13979","United Kingdom","73","1","869.87",4,5,3,"453","Loyal Customers"
"15674","United Kingdom","73","5","2446.60",4,2,1,"421","Potential Customers"
"13505","Switzerland","73","4","4393.63",4,2,1,"421","Potential Customers"
"13397","United Kingdom","73","5","1544.13",4,2,2,"422","Potential Customers"
"13515","United Kingdom","73","4","891.12",4,2,3,"423","Potential Customers"
"16181","United Kingdom","73","1","305.54",4,4,4,"444","Champions"
"13016","United Kingdom","73","3","789.89",4,3,3,"433","Potential Customers"
"15841","United Kingdom","73","4","1224.06",4,2,2,"422","Potential Customers"
"17656","United Kingdom","73","5","1674.69",4,2,2,"422","Potential Customers"
"13514","United Kingdom","74","1","152.20",4,5,5,"455","Champions"
"17805","United Kingdom","74","1","512.31",4,5,3,"453","Loyal Customers"
"13866","United Kingdom","74","1","145.67",4,5,5,"455","Champions"
"14473","United Kingdom","74","2","234.34",4,4,5,"445","Champions"
"17674","United Kingdom","74","2","551.04",4,3,3,"433","Potential Customers"
"16462","United Kingdom","74","3","136.0",4,2,5,"425","Potential Customers"
"12987","United Kingdom","74","2","558.70",4,3,3,"433","Potential Customers"
"14272","United Kingdom","74","2","437.96",4,3,4,"434","Potential Customers"
"13434","United Kingdom","74","2","534.24",4,3,3,"433","Potential Customers"
"15243","United Kingdom","74","1","316.68",4,4,4,"444","Champions"
"14908","United Kingdom","74","1","277.80",4,4,4,"444","Champions"
"17997","United Kingdom","74","8","1970.67",4,1,2,"412","Others"
"13555","United Kingdom","74","4","4149.28",4,2,1,"421","Potential Customers"
"13233","United Kingdom","74","2","605.12",4,3,3,"433","Potential Customers"
"16468","United Kingdom","74","1","74.90",4,5,5,"455","Champions"
"17788","United Kingdom","74","2","1117.90",4,3,2,"432","Potential Customers"
"16266","United Kingdom","74","7","861.89",4,1,3,"413","Others"
"16629","United Kingdom","74","2","417.73",4,3,4,"434","Potential Customers"
"15958","United Kingdom","74","1","104.35",4,4,5,"445","Champions"
"14818","United Kingdom","74","3","657.80",4,3,3,"433","Potential Customers"
"13405","United Kingdom","74","3","572.451",4,2,3,"423","Potential Customers"
"16778","United Kingdom","74","2","245.94",4,4,5,"445","Champions"
"14101","United Kingdom","74","6","5976.79",4,1,1,"411","Others"
"13639","United Kingdom","74","1","1033.34",4,4,2,"442","Loyal Customers"
"13035","United Kingdom","74","2","921.88",4,3,3,"433","Potential Customers"
"17061","United Kingdom","74","11","5232.23",4,1,1,"411","Others"
"12612","Germany","74","1","704.04",4,5,3,"453","Loyal Customers"
"18278","United Kingdom","74","1","173.90",4,5,5,"455","Champions"
"14806","United Kingdom","75","1","193.39",4,5,5,"455","Champions"
"16603","United Kingdom","75","2","482.47",4,3,4,"434","Potential Customers"
"12412","Denmark","75","3","1226.88",4,3,2,"432","Potential Customers"
"16342","United Kingdom","75","4","322.41",4,2,4,"424","Potential Customers"
"13390","United Kingdom","75","1","544.08",4,5,3,"453","Loyal Customers"
"14152","United Kingdom","75","2","621.29",4,3,3,"433","Potential Customers"
"16198","United Kingdom","75","1","400.681",4,4,4,"444","Champions"
"15366","United Kingdom","75","2","602.51",4,3,3,"433","Potential Customers"
"18155","United Kingdom","75","3","371.62",4,2,4,"424","Potential Customers"
"16594","United Kingdom","75","1","181.09",4,5,5,"455","Champions"
"17154","United Kingdom","75","1","329.34",4,4,4,"444","Champions"
"12545","Spain","75","2","1000.39",4,3,2,"432","Potential Customers"
"15312","United Kingdom","75","4","924.85",4,2,3,"423","Potential Customers"
"12823","United Kingdom","75","5","1759.50",4,2,2,"422","Potential Customers"
"15154","United Kingdom","75","1","296.42",4,4,4,"444","Champions"
"16383","United Kingdom","75","2","668.36",4,3,3,"433","Potential Customers"
"13927","United Kingdom","75","1","348.99",4,4,4,"444","Champions"
"13670","United Kingdom","75","1","349.70",4,4,4,"444","Champions"
"14757","United Kingdom","75","1","420.50",4,5,4,"454","Champions"
"14235","United Kingdom","75","5","3144.86",4,2,1,"421","Potential Customers"
"12348","Finland","75","4","1797.24",4,2,2,"422","Potential Customers"
"18066","United Kingdom","75","1","318.00",4,4,4,"444","Champions"
"15626","United Kingdom","75","2","675.80",4,3,3,"433","Potential Customers"
"13787","United Kingdom","76","2","309.04",4,4,4,"444","Champions"
"14561","United Kingdom","76","3","1080.76",4,2,2,"422","Potential Customers"
"15799","United Kingdom","76","3","884.14",4,3,3,"433","Potential Customers"
"16689","United Kingdom","76","2","422.60",4,3,4,"434","Potential Customers"
"17498","United Kingdom","76","1","272.22",4,4,4,"444","Champions"
"16480","United Kingdom","76","1","769.29",4,5,3,"453","Loyal Customers"
"17506","United Kingdom","76","1","302.20",4,4,4,"444","Champions"
"16485","United Kingdom","77","1","363.65",4,4,4,"444","Champions"
"13336","United Kingdom","77","1","795.12",4,5,3,"453","Loyal Customers"
"15475","United Kingdom","77","1","454.11",4,5,4,"454","Champions"
"16872","United Kingdom","77","3","680.02",4,3,3,"433","Potential Customers"
"14014","United Kingdom","77","1","505.18",4,5,3,"453","Loyal Customers"
"15549","United Kingdom","77","3","1693.26",4,2,2,"422","Potential Customers"
"15978","United Kingdom","77","1","1098.78",4,4,2,"442","Loyal Customers"
"14652","United Kingdom","77","1","114.18",4,4,5,"445","Champions"
"14880","United Kingdom","77","3","706.19",4,2,3,"423","Potential Customers"
"16978","United Kingdom","78","1","344.33",4,4,4,"444","Champions"
"16715","United Kingdom","78","1","301.72",4,4,4,"444","Champions"
"12425","Portugal","78","1","777.20",4,5,3,"453","Loyal Customers"
"14038","United Kingdom","78","3","1560.38",4,3,2,"432","Potential Customers"
"13320","United Kingdom","78","4","1548.70",4,2,2,"422","Potential Customers"
"12609","Germany","78","3","1126.85",4,2,2,"422","Potential Customers"
"15075","United Kingdom","78","1","773.03",4,5,3,"453","Loyal Customers"
"12739","United Arab Emirates","78","2","1013.04",4,3,2,"432","Potential Customers"
"15067","United Kingdom","78","3","1744.76",4,2,2,"422","Potential Customers"
"13220","United Kingdom","78","4","819.29",4,2,3,"423","Potential Customers"
"13279","United Kingdom","78","1","137.75",4,5,5,"455","Champions"
"17388","United Kingdom","78","4","1259.56",4,2,2,"422","Potential Customers"
"13055","United Kingdom","78","3","1214.41",4,3,2,"432","Potential Customers"
"17480","United Kingdom","78","1","511.82",4,5,3,"453","Loyal Customers"
"12579","France","78","1","440.42",4,5,4,"454","Champions"
"14147","United Kingdom","78","2","483.40",4,3,4,"434","Potential Customers"
"12516","Germany","78","2","1312.06",4,3,2,"432","Potential Customers"
"16236","United Kingdom","78","1","432.20",4,5,4,"454","Champions"
"13127","United Kingdom","78","1","259.17",4,4,4,"444","Champions"
"17311","United Kingdom","78","2","1384.85",4,3,2,"432","Potential Customers"
"14854","United Kingdom","78","7","2759.83",4,1,1,"411","Others"
"17079","United Kingdom","78","1","118.80",4,4,5,"445","Champions"
"13486","United Kingdom","78","3","1122.41",4,2,2,"422","Potential Customers"
"18189","United Kingdom","78","2","1090.24",4,3,2,"432","Potential Customers"
"13519","United Kingdom","78","1","122.75",4,4,5,"445","Champions"
"17603","United Kingdom","78","1","394.72",4,4,4,"444","Champions"
"12930","United Kingdom","78","2","415.80",4,3,4,"434","Potential Customers"
"15744","United Kingdom","78","1","34.80",4,4,5,"445","Champions"
"12604","France","79","2","254.18",4,4,4,"444","Champions"
"13529","United Kingdom","79","2","307.76",4,4,4,"444","Champions"
"14887","United Kingdom","79","1","1862.00",4,5,2,"452","Loyal Customers"
"17731","United Kingdom","79","4","1240.11",4,2,2,"422","Potential Customers"
"14951","United Kingdom","79","1","311.69",4,4,4,"444","Champions"
"17027","United Kingdom","79","6","890.29",4,1,3,"413","Others"
"13946","United Kingdom","79","3","561.57",4,2,3,"423","Potential Customers"
"13959","United Kingdom","79","3","598.20",4,2,3,"423","Potential Customers"
"17475","United Kingdom","79","1","194.37",4,5,5,"455","Champions"
"17172","United Kingdom","79","1","317.76",4,4,4,"444","Champions"
"15810","United Kingdom","79","4","1391.98",4,2,2,"422","Potential Customers"
"16627","United Kingdom","79","1","322.80",4,4,4,"444","Champions"
"16213","United Kingdom","79","1","159.00",4,5,5,"455","Champions"
"15603","United Kingdom","79","1","48.48",4,5,5,"455","Champions"
"16735","United Kingdom","79","5","2300.56",4,2,1,"421","Potential Customers"
"12550","Spain","79","1","964.83",4,4,2,"442","Loyal Customers"
"12854","United Kingdom","79","3","1324.50",4,3,2,"432","Potential Customers"
"12520","Germany","79","5","2634.26",4,2,1,"421","Potential Customers"
"12409","Switzerland","79","3","11072.67",4,3,1,"431","Potential Customers"
"16584","United Kingdom","80","2","936.08",4,3,3,"433","Potential Customers"
"12701","Germany","80","2","797.71",4,3,3,"433","Potential Customers"
"13038","United Kingdom","80","3","908.46",4,3,3,"433","Potential Customers"
"14356","United Kingdom","80","2","701.23",4,3,3,"433","Potential Customers"
"16493","United Kingdom","80","4","1351.63",4,2,2,"422","Potential Customers"
"17873","United Kingdom","80","5","1859.16",4,2,2,"422","Potential Customers"
"17415","United Kingdom","80","1","507.84",4,5,3,"453","Loyal Customers"
"12390","Belgium","80","1","549.84",4,5,3,"453","Loyal Customers"
"16777","United Kingdom","80","2","226.35",4,4,5,"445","Champions"
"13908","United Kingdom","80","4","2369.55",4,2,1,"421","Potential Customers"
"15026","United Kingdom","80","3","469.00",4,3,4,"434","Potential Customers"
"12435","Denmark","80","2","7829.89",4,3,1,"431","Potential Customers"
"16928","United Kingdom","80","17","2847.60",4,1,1,"411","Others"
"13356","United Kingdom","80","1","768.24",4,5,3,"453","Loyal Customers"
"15888","United Kingdom","81","1","168.31",4,5,5,"455","Champions"
"15675","United Kingdom","81","3","323.69",4,3,4,"434","Potential Customers"
"15504","United Kingdom","81","1","52.83",4,5,5,"455","Champions"
"16624","United Kingdom","81","2","810.57",4,3,3,"433","Potential Customers"
"15341","United Kingdom","81","1","2020.52",4,5,2,"452","Loyal Customers"
"17628","United Kingdom","81","1","75.75",4,5,5,"455","Champions"
"17848","United Kingdom","81","9","901.20",4,1,3,"413","Others"
"14236","United Kingdom","81","2","490.86",4,3,3,"433","Potential Customers"
"18017","United Kingdom","81","3","523.00",4,3,3,"433","Potential Customers"
"16527","United Kingdom","81","1","228.06",4,5,5,"455","Champions"
"16215","United Kingdom","81","1","242.35",4,5,5,"455","Champions"
"13228","United Kingdom","81","1","358.00",4,4,4,"444","Champions"
"12752","Norway","81","1","4366.78",4,5,1,"451","Loyal Customers"
"13325","United Kingdom","82","1","675.30",4,5,3,"453","Loyal Customers"
"18194","United Kingdom","82","1","973.84",4,4,2,"442","Loyal Customers"
"16080","United Kingdom","82","2","217.16",4,4,5,"445","Champions"
"12379","Belgium","82","2","852.24",4,3,3,"433","Potential Customers"
"13334","United Kingdom","82","3","3536.82",4,2,1,"421","Potential Customers"
"18232","United Kingdom","82","4","592.97",4,2,3,"423","Potential Customers"
